Date,Open,High,Low,Close,Adj Close,Volume
8/11/2020,336.850006,337.540009,332.01001,332.799988,325.724335,69601100
8/12/2020,335.440002,338.279999,335.410004,337.440002,330.265686,53774400
8/13/2020,336.609985,338.25,335.829987,336.829987,329.668671,41816100
8/14/2020,336.410004,337.420013,335.619995,336.839996,329.678406,47260400
8/17/2020,337.940002,338.339996,336.850006,337.910004,330.725708,35481000
8/18/2020,338.339996,339.100006,336.609985,338.640015,331.440125,38733900
8/19/2020,339.049988,339.609985,336.619995,337.230011,330.06012,68054200
8/20/2020,335.359985,338.799988,335.220001,338.279999,331.087799,42207800
8/21/2020,337.920013,339.720001,337.549988,339.480011,332.262299,55106600
8/24/2020,342.119995,343,339.450012,342.920013,335.629181,48588700
8/25/2020,343.529999,344.209991,342.269989,344.119995,336.80365,38463400
8/26/2020,344.76001,347.859985,344.170013,347.570007,340.180298,50790200
8/27/2020,348.51001,349.899994,346.529999,348.329987,340.924133,58034100
8/28/2020,349.440002,350.720001,348.149994,350.579987,343.126282,48588900
8/31/2020,350.350006,351.299988,349.059998,349.309998,341.88327,66099200
9/1/2020,350.209991,352.709991,349.23999,352.600006,345.103302,54908700
9/2/2020,354.670013,358.75,353.429993,357.700012,350.094879,69540000
9/3/2020,355.869995,356.380005,342.589996,345.390015,338.046661,148011100
9/4/2020,346.130005,347.829987,334.869995,342.570007,335.286621,139156300
9/8/2020,336.709991,342.640015,332.880005,333.209991,326.12558,114465300
9/9/2020,337.549988,342.459991,336.609985,339.790009,332.565704,91462300
9/10/2020,341.820007,342.529999,332.850006,333.890015,326.791168,90569500
9/11/2020,335.820007,336.970001,331,334.059998,326.95752,84680200
9/14/2020,337.48999,340.380005,334.220001,338.459991,331.263947,65605700
9/15/2020,341.119995,342.019989,338.470001,340.170013,332.937653,52920900
9/16/2020,341.51001,343.059998,338.519989,338.820007,331.616333,82096000
9/17/2020,333.559998,337.700012,332.98999,335.839996,328.699677,91523300
9/18/2020,335.369995,335.48999,327.970001,330.649994,324.915466,105877900
9/21/2020,325.700012,327.130005,321.730011,326.970001,321.299316,99450800
9/22/2020,328.570007,330.899994,325.859985,330.299988,324.571533,63612100
9/23/2020,330.899994,331.200012,322.100006,322.640015,317.044403,93112200
9/24/2020,321.220001,326.799988,319.799988,323.5,317.889496,76681300
9/25/2020,322.579987,329.579987,321.640015,328.730011,323.028748,71069400
9/28/2020,333.220001,334.959991,332.149994,334.190002,328.394104,64584600
9/29/2020,333.970001,334.769989,331.619995,332.369995,326.605652,51304000
9/30/2020,333.089996,338.290009,332.880005,334.890015,329.08197,104081100
10/1/2020,337.690002,338.73999,335.01001,337.040009,331.194641,88698700
10/2/2020,331.700012,337.01001,331.190002,333.839996,328.05011,89431100
10/5/2020,336.059998,339.959991,336.01001,339.76001,333.867493,45713100
10/6/2020,339.910004,342.170013,334.380005,334.929993,329.121246,90128900
10/7/2020,338.119995,341.630005,338.089996,340.76001,334.850128,56999600
10/8/2020,342.850006,343.850006,341.859985,343.779999,337.817749,45242500
10/9/2020,345.559998,347.350006,344.890015,346.850006,340.834534,59528600
10/12/2020,349.589996,354.019989,349.059998,352.429993,346.317749,80388500
10/13/2020,352.279999,352.470001,349.089996,350.130005,344.057617,73255500
10/14/2020,350.75,351.929993,347.140015,347.929993,341.895752,57727900
10/15/2020,343.709991,348.019989,343.130005,347.5,341.473236,60357700
10/16/2020,348.959991,350.75,347.100006,347.290009,341.266907,89501900
10/19/2020,348.649994,349.329987,341.040009,342.01001,336.078461,68425600
10/20/2020,343.459991,346.880005,342.640015,343.380005,337.424683,60051900
10/21/2020,343.329987,345.670013,342.399994,342.730011,336.786011,63575000
10/22/2020,342.959991,345.23999,340.649994,344.609985,338.633362,55399300
10/23/2020,345.929993,345.98999,343.130005,345.779999,339.783081,49143900
10/26/2020,342.130005,342.980011,335.619995,339.390015,333.503876,91473000
10/27/2020,339.76001,340.119995,337.98999,338.220001,332.354187,65994100
10/28/2020,332.100006,338.25,326.130005,326.660004,320.994659,127094300
10/29/2020,326.910004,333.399994,325.089996,329.980011,324.257111,90597700
10/30/2020,328.279999,329.690002,322.600006,326.540009,320.87674,120287300
11/2/2020,330.200012,332.359985,327.23999,330.200012,324.473297,86068300
11/3/2020,333.690002,338.25,330.290009,336.029999,330.202209,93294200
11/4/2020,340.859985,347.940002,339.589996,343.540009,337.581909,126959700
11/5/2020,349.23999,352.190002,348.859985,350.23999,344.16568,82039700
11/6/2020,349.929993,351.51001,347.649994,350.160004,344.087097,74973000
11/9/2020,363.970001,364.380005,354.059998,354.559998,348.410767,172304200
11/10/2020,353.48999,355.179993,350.51001,354.040009,347.899811,85552000
11/11/2020,356.399994,357.559998,355.059998,356.670013,350.484253,58649000
11/12/2020,355.579987,356.720001,351.26001,353.209991,347.084198,67546200
11/13/2020,355.269989,358.899994,354.709991,358.100006,351.889435,62892200
11/16/2020,360.980011,362.779999,359.589996,362.570007,356.28186,74541100
11/17/2020,359.970001,361.920013,358.339996,360.619995,354.365692,66111000
11/18/2020,360.910004,361.5,356.23999,356.279999,350.100983,70591300
11/19/2020,355.600006,358.179993,354.149994,357.779999,351.574951,59940900
11/20/2020,357.5,357.720001,355.25,355.329987,349.167419,70417300
11/23/2020,357.279999,358.820007,354.869995,357.459991,351.260468,63230600
11/24/2020,360.209991,363.809998,359.290009,363.220001,356.920654,62415900
11/25/2020,363.130005,363.160004,361.480011,362.660004,356.370331,45330900
11/27/2020,363.839996,364.179993,362.579987,363.670013,357.362854,28514100
11/30/2020,362.829987,363.119995,359.170013,362.059998,355.780731,83872700
12/1/2020,365.570007,367.679993,364.929993,366.019989,359.672028,74231400
12/2/2020,364.820007,366.959991,364.200012,366.790009,360.42868,45927000
12/3/2020,366.679993,368.190002,365.5,366.690002,360.330444,62882000
12/4/2020,367.320007,369.850006,367.220001,369.850006,363.435608,50749900
12/7/2020,369.019989,369.619995,367.720001,369.089996,362.688782,48944300
12/8/2020,367.720001,370.779999,367.670013,370.170013,363.750061,42458900
12/9/2020,370.880005,371.049988,365.950012,366.850006,360.487671,74098300
12/10/2020,365.369995,367.859985,364.429993,366.730011,360.369781,57735400
12/11/2020,364.899994,366.73999,363.26001,366.299988,359.947144,57698600
12/14/2020,368.640015,369.799988,364.470001,364.660004,358.335632,69216200
12/15/2020,367.399994,369.589996,365.920013,369.589996,363.180115,63865300
12/16/2020,369.820007,371.160004,368.869995,370.170013,363.750061,58420500
12/17/2020,371.940002,372.459991,371.049988,372.23999,365.784149,64119500
12/18/2020,370.970001,371.149994,367.019989,369.179993,364.323608,136542300
12/21/2020,364.970001,378.459991,362.029999,367.859985,363.020996,96386700
12/22/2020,368.209991,368.329987,366.029999,367.23999,362.409149,47949000
12/23/2020,368.279999,369.619995,367.220001,367.570007,362.734802,46201400
12/24/2020,368.079987,369.029999,367.450012,369,364.145996,26457900
12/28/2020,371.73999,372.589996,371.070007,372.170013,367.274323,39000400
12/29/2020,373.809998,374,370.829987,371.459991,366.573608,53680500
12/30/2020,372.339996,373.100006,371.570007,371.98999,367.09668,49455300
12/31/2020,371.779999,374.660004,371.230011,373.880005,368.961823,78520700
1/4/2021,375.309998,375.450012,364.820007,368.790009,363.938782,110210800
1/5/2021,368.100006,372.5,368.049988,371.329987,366.445343,66426200
1/6/2021,369.709991,376.980011,369.119995,373.549988,368.636139,107997700
1/7/2021,376.100006,379.899994,375.910004,379.100006,374.113129,68766800
1/8/2021,380.589996,381.48999,377.100006,381.26001,376.24472,71677200
1/11/2021,377.850006,380.579987,377.720001,378.690002,373.708557,51034700
1/12/2021,378.890015,379.859985,376.359985,378.769989,373.787476,52547700
1/13/2021,378.690002,380.859985,377.850006,379.790009,374.794067,45303600
1/14/2021,380.589996,381.130005,378.100006,378.459991,373.481537,49989100
1/15/2021,376.720001,377.579987,373.700012,375.700012,370.757874,107160000
1/19/2021,378.339996,379.230011,376.75,378.649994,373.669067,51233300
1/20/2021,381.109985,384.790009,380.690002,383.890015,378.840149,61836100
1/21/2021,384.48999,384.950012,383.25,384.23999,379.185516,47840100
1/22/2021,382.25,384.130005,381.839996,382.880005,377.843414,52860500
1/25/2021,383.670013,384.769989,378.459991,384.390015,379.333588,70402000
1/26/2021,385.410004,385.850006,383.540009,383.790009,378.741486,42665300
1/27/2021,380.220001,380.320007,372.01001,374.410004,369.484833,123351100
1/28/2021,376.359985,381.929993,375.890015,377.630005,372.662476,94198100
1/29/2021,375.630005,376.670013,368.269989,370.070007,365.201935,126765100
2/1/2021,373.720001,377.339996,370.380005,376.230011,371.280914,75817600
2/2/2021,379.649994,383.220001,376.320007,381.549988,376.530914,64450700
2/3/2021,382.440002,383.700012,380.480011,381.850006,376.826996,52427100
2/4/2021,382.959991,386.23999,381.970001,386.190002,381.109863,47142600
2/5/2021,388.200012,388.470001,386.140015,387.709991,382.609863,48669800
2/8/2021,389.269989,390.559998,388.350006,390.51001,385.373047,38365200
2/9/2021,389.609985,390.890015,389.170013,390.25,385.116455,35551100
2/10/2021,392.119995,392.279999,387.5,390.079987,384.9487,59154400
2/11/2021,391.23999,391.690002,388.100006,390.709991,385.570374,42913300
2/12/2021,389.850006,392.899994,389.769989,392.640015,387.475037,50593300
2/16/2021,393.959991,394.170013,391.529999,392.299988,387.139496,50972400
2/17/2021,390.420013,392.660004,389.329987,392.390015,387.228333,52290600
2/18/2021,389.589996,391.519989,387.73999,390.720001,385.580261,59712800
2/19/2021,392.070007,392.380005,389.549988,390.029999,384.899353,83241000
2/22/2021,387.059998,389.619995,386.73999,387.029999,381.938812,67414200
2/23/2021,384.660004,388.950012,380.200012,387.5,382.402618,107284100
2/24/2021,386.329987,392.230011,385.269989,391.769989,386.616455,72433900
2/25/2021,390.410004,391.880005,380.779999,382.329987,377.300629,146670500
2/26/2021,384.350006,385.579987,378.230011,380.359985,375.356537,152701600
3/1/2021,385.589996,390.920013,380.570007,389.579987,384.455261,105348800
3/2/2021,389.820007,390.070007,386,386.540009,381.455261,79595300
3/3/2021,385.790009,386.829987,381.309998,381.420013,376.402618,119940200
3/4/2021,381.220001,384,371.880005,376.700012,371.74472,183433000
3/5/2021,380.459991,384.76001,372.640015,383.630005,378.583588,152039600
3/8/2021,384.660004,387.679993,381.420013,381.720001,376.6987,123149200
3/9/2021,385.850006,389.910004,385.309998,387.170013,382.077026,113633600
3/10/2021,389.690002,391.399994,388.170013,389.579987,384.455261,109899400
3/11/2021,392.230011,395.649994,391.73999,393.529999,388.353302,86245000
3/12/2021,392.070007,394.209991,391.200012,394.059998,388.876343,64653600
3/15/2021,394.329987,396.690002,392.029999,396.410004,391.195435,73427200
3/16/2021,397.070007,397.829987,395.079987,395.910004,390.702026,73722500
3/17/2021,394.529999,398.119995,393.299988,397.26001,392.034241,97959300
3/18/2021,394.480011,396.720001,390.75,391.480011,386.330292,115349100
3/19/2021,389.880005,391.570007,387.149994,389.480011,385.615479,113624500
3/22/2021,390.029999,394.070007,389.970001,392.589996,388.69458,73778600
3/23/2021,391.910004,393.459991,388.660004,389.5,385.635284,90686600
3/24/2021,391,392.75,387.470001,387.519989,383.674896,97588600
3/25/2021,385.980011,390.549988,383.899994,389.700012,385.833282,116128600
3/26/2021,390.929993,396.410004,390.290009,395.980011,392.050964,114409100
3/29/2021,394.399994,396.75,392.809998,395.779999,391.852966,108107600
3/30/2021,394.420013,395.450012,393.019989,394.730011,390.813385,76262200
3/31/2021,395.339996,398,395.309998,396.329987,392.397491,112734200
4/1/2021,398.399994,400.670013,398.179993,400.609985,396.63501,99682900
4/5/2021,403.459991,406.940002,403.380005,406.359985,402.327942,91684800
4/6/2021,405.76001,407.23999,405.399994,406.119995,402.090363,62021000
4/7/2021,405.940002,406.959991,405.450012,406.589996,402.555664,55836300
4/8/2021,407.929993,408.579987,406.929993,408.519989,404.466522,57863100
4/9/2021,408.390015,411.670013,408.26001,411.48999,407.407074,61104600
4/12/2021,410.850006,411.929993,410.200012,411.640015,407.555573,56704900
4/13/2021,411.529999,413.529999,411.119995,412.859985,408.763428,56551000
4/14/2021,412.829987,413.959991,410.869995,411.450012,407.367462,61659900
4/15/2021,413.73999,416.160004,413.690002,415.869995,411.743591,60229800
4/16/2021,417.25,417.910004,415.730011,417.26001,413.119812,82037300
4/19/2021,416.26001,416.73999,413.790009,415.209991,411.090149,78498500
4/20/2021,413.910004,415.089996,410.589996,412.170013,408.080322,81851800
4/21/2021,411.51001,416.290009,411.359985,416.070007,411.94162,66793000
4/22/2021,415.890015,416.779999,411.130005,412.269989,408.179352,97582800
4/23/2021,412.869995,418.25,412.790009,416.73999,412.60495,73209200
4/26/2021,417.440002,418.220001,416.809998,417.609985,413.466339,52182400
4/27/2021,417.929993,418.140015,416.299988,417.519989,413.377228,51303100
4/28/2021,417.809998,419.01001,416.899994,417.399994,413.258423,51238900
4/29/2021,420.320007,420.720001,416.440002,420.059998,415.892029,78544300
4/30/2021,417.630005,418.540009,416.339996,417.299988,413.159393,85527000
5/3/2021,419.429993,419.839996,417.670013,418.200012,414.050507,68128300
5/4/2021,416.070007,416.600006,411.670013,415.619995,411.496094,101591200
5/5/2021,417.380005,417.630005,415.149994,415.75,411.624817,60162200
5/6/2021,415.829987,419.209991,413.679993,419.070007,414.911865,74321400
5/7/2021,419.890015,422.820007,419.160004,422.119995,417.93158,67733800
5/10/2021,422.5,422.73999,417.809998,417.940002,413.79306,81852400
5/11/2021,413.100006,415.269989,410.059998,414.209991,410.100067,116888000
5/12/2021,411.230011,412.589996,404,405.410004,401.387421,134811000
5/13/2021,407.070007,412.350006,407.019989,410.279999,406.209045,106394000
5/14/2021,413.209991,417.48999,413.179993,416.579987,412.446533,82201600
5/17/2021,415.390015,416.390015,413.359985,415.519989,411.397064,65129200
5/18/2021,415.799988,416.059998,411.769989,411.940002,407.8526,59810200
5/19/2021,406.920013,411.049988,405.329987,410.859985,406.783295,106467100
5/20/2021,411.799988,416.630005,411.670013,415.279999,411.159485,78022200
5/21/2021,416.869995,418.200012,414.450012,414.940002,410.822815,76578700
5/24/2021,417.339996,420.320007,417.079987,419.170013,415.010864,51376700
5/25/2021,420.329987,420.709991,417.619995,418.23999,414.090088,57451400
5/26/2021,418.869995,419.609985,417.76001,419.070007,414.911865,43088600
5/27/2021,420.170013,420.720001,418.98999,419.290009,415.129669,56707700
5/28/2021,420.970001,421.25,419.790009,420.040009,415.872223,58520200
6/1/2021,422.570007,422.720001,419.200012,419.670013,415.50592,54216600
6/2/2021,420.369995,421.230011,419.290009,420.329987,416.159332,49097100
6/3/2021,417.850006,419.98999,416.279999,418.769989,414.614838,58138800
6/4/2021,420.75,422.920013,418.839996,422.600006,418.40683,55938800
6/7/2021,422.589996,422.779999,421.190002,422.190002,418.000916,51555000
6/8/2021,423.109985,423.209991,420.320007,422.279999,418.090027,47134300
6/9/2021,423.179993,423.26001,421.410004,421.649994,417.466248,48436300
6/10/2021,422.959991,424.630005,421.549988,423.609985,419.406799,51020100
6/11/2021,424.200012,424.429993,422.820007,424.309998,420.099854,45570800
6/14/2021,424.429993,425.369995,423.100006,425.26001,421.040436,42358500
6/15/2021,425.420013,425.459991,423.540009,424.480011,420.268188,51508500
6/16/2021,424.630005,424.869995,419.920013,422.109985,417.921661,80386100
6/17/2021,421.670013,423.019989,419.320007,421.970001,417.783081,90949700
6/18/2021,417.089996,417.829987,414.700012,414.920013,412.147034,118676300
6/21/2021,416.799988,421.059998,415.929993,420.859985,418.047302,72822000
6/22/2021,420.850006,424,420.079987,423.109985,420.282257,57700300
6/23/2021,423.190002,424.049988,422.51001,422.600006,419.775696,49445400
6/24/2021,424.890015,425.549988,424.619995,425.100006,422.258972,45110300
6/25/2021,425.899994,427.089996,425.549988,426.609985,423.75885,58129500
6/28/2021,427.170013,427.649994,425.890015,427.470001,424.613129,53159600
6/29/2021,427.880005,428.559998,427.130005,427.700012,424.841583,35970500
6/30/2021,427.209991,428.779999,427.179993,428.059998,425.199188,64827900
7/1/2021,428.869995,430.600006,428.799988,430.429993,427.553345,53441000
7/2/2021,431.670013,434.100006,430.519989,433.720001,430.82135,57697700
7/6/2021,433.779999,434.01001,430.01001,432.929993,430.036621,68710400
7/7/2021,433.660004,434.76001,431.51001,434.459991,431.556396,63549500
7/8/2021,428.779999,431.730011,427.519989,430.920013,428.04007,97595200
7/9/2021,432.529999,435.839996,430.709991,435.519989,432.609314,76238600
7/12/2021,435.429993,437.350006,434.970001,437.079987,434.158905,52889600
7/13/2021,436.23999,437.839996,435.309998,435.589996,432.678864,52911300
7/14/2021,437.399994,437.920013,434.910004,436.23999,433.324524,64130400
7/15/2021,434.809998,435.529999,432.720001,434.75,431.844482,55126400
7/16/2021,436.01001,436.059998,430.920013,431.339996,428.457245,75874700
7/19/2021,426.190002,431.410004,421.970001,424.970001,422.129852,147987000
7/20/2021,425.679993,432.420013,424.829987,431.059998,428.179138,99608200
